unit_id,id,country,city,airline,text
681450761,1575017290,ESP,Barceloneta,United,@United You were doing so well until the PHL-SFO flight yesterday. Major miss. Unfriendly Premier cabin crew. Baggage cluster at SFO.
681450763,1574915475,MEX,Monterrey,United,"@united Your baggage tracking system is worthless! It tells me nothing about where the bag is, much less what your plans are to get it to me"
681450765,1575142251,VNM,Hanoi,United,@United is offering to reroute my SFO flight to LAX. Might be geography class time.
681450767,1575004058,PHL,Mandaluyong,United,@united thank you for letting me down.My luggage is still in Denver but I'm in Phl. #neveragain #flyingwithUS #disappointed #lostacustomer
681450769,1574922280,URY,Montevideo,United,@united can you get me on the delayed flight to EWR out of YYZ at 15:30? No customer service to be found in airport
681450770,1575194210,HRV,Vinkovci,United,@united flight UA3774 after two delays. just cancelled and no more flights to Norfolk that aren't booked. Renting a car.
681450772,1574851333,GBR,Hull,United,"@united thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst"
681450774,1574830822,MAR,Rabat,United,@united so disgusted and disappointed with united airlines luggage policies and attitude toward musicians. Unacceptable
681450776,1574961130,BRA,Nova Cruz,United,"@united missing my amazing us bank work conference, not ok.  What do I do now?????"
681450778,1574837286,GBR,Hull,United,"@united ... frozen lines on flight, not continuing due to 'passenger comfort'? Not ok, sat on the plane as long as a flight to Vegas would !"
681450780,1575291901,VNM,Hue,United,@united my last call your customer service agent called me back... As he was stuck on hold to air Canada.. Just hope he's booked me a flight
681450782,1574911266,IND,Mumbai,United,@united you left my bag in Houston last night. It's freezing cold in Memphis. Any idea on when I will see it? Off again tomorrow.
681450784,1574967975,PHL,San Juan,United,@united this is why I fly @SouthwestAir ... Never have any issues
681450786,1575295379,HUN,Budapest,United,@united has terrible customer service &amp; doesn't feel the need to notify its customers when their flights are delayed
681450788,1575103344,ARG,,United,"@united I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing."
681450790,1575132585,IND,,United,@united great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!
681450792,1574946049,SGP,Singapore,United,@united trying to check in for tomorrow's flight. website keeps timing out. what's up?
681450794,1574976282,IDN,Tangerang,United,"@united yes, computer would allow me to get to San Diego quick but customer service will not help.  Says can't rebook http://t.co/KcVUbUYExc"
681450796,1575255592,ESP,Santiago De Compostela,United,"@United says we had a weather delay in #YXE this morning. The ""weather"" didn't affect any other airline. #UA6136 http://t.co/4JdvK8tCqx"
681450798,1575056654,VNM,Nguyên,United,@united Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.
681450801,1574866405,CAN,Vancouver,United,"@united It was cancelled, none of the passengers were notified. Complete violation of travelers' rights.  @AerocivilCol"
681450802,1574957905,TUR,Istanbul,United,@united thanks for ruined my vacation for having poorly maintained aircrafts that can’t fly safely out of STT. #UA1481 #cancelledflight
681450804,1575056564,MYS,Shah Alam,United,@united in fact he received my boarding pass
681450806,1575191148,USA,Dallas,United,@united @Lmuschel he is traveling with me on a sep reservation number F3KxB8
681450809,1575001388,PHL,Cebu,United,“@united:That's not something we like to hear. Hopefully our staff can resolve &amp; have you on your way ASAP. ^ML”:3:15 &amp; still not resolved
681450811,1575007582,VNM,Nguyên,United,@united You must follow me in order for me to send you a direct message if that is what you meant.
681450813,1575204460,VNM,Hue,United,@united I don't know what DM the confirmation number means.
681450815,1575195840,RUS,Saint Petersburg,United,"@united Waiting for 3494 EWR-ORD, delayed 47 mins. Might miss 5491 ORD-YWG at 6pm CT. Any room on 5644 ORD-YWG in case I miss connex?"
681450817,1574845323,BIH,Banja Luka,United,@united What does DM the confirmation @ mean???
681450819,1575199115,MEX,Aguascalientes,United,"@united - well, now finally on board hopefully we take off this time and quickly. Well over an hour delay!!"
681450821,1575152937,HRV,Split,United,@united I missed my connection already. Then I missed the next flight they put me on.  Now I'm going to LAX instead of Hawaii.  :(
681450823,1575011140,VEN,Caracas,United,@united reservation was made last July. I want to know why I wasn't reseated. This only happens on international itineraries
681450825,1574996855,PHL,Cebu,United,@united line full of worried customers and guy at desk says so sorry you will have to take care of your problems later I don't have time.
681450827,1574992847,BRA,São Paulo,United,"@united 

There must be 100 people waiting in line for customer service at DEN to deal with flight cancelations."
681450829,1575260338,PRT,Vila Nova De Gaia,United,"@united, American never had my bags apparently. United never switched them over. Had to go back to United Baggage Service."
681450830,1574993337,ESP,,United,@united unacceptable. 403 was 90 min late for a 'missing screw' our flight to Tucson left before we even landed
681450832,1575109229,IND,,United,"@united CMH gate staff a disaster..#3345 overbooked, no volunteers, no boarding, 20 min late trying to figure out issue #bringbackrealstaff"
681450834,1575182542,PHL,,United,"@united Waiting half an hour for my checked bag at EWR (&amp; that was Priority); disappointing, usually you guys are good."
681450836,1575074376,ESP,Zaragoza,United,@united Are your earnings so low that checkin people have to also be on Tarmac loading bags? JAN
681450840,1575170351,IND,Mumbai,United,"@united thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service 👎"
681450842,1574999296,IND,Bangalore,United,@united you guys are gay
681450844,1574874261,IND,Kottayam,United,@united the emails/calls over the past months about flight changes were helpful wish you would have sent them on the cancellation yesterday
681450846,1574958823,PHL,Cebu,United,"@united - so they changed depart from 1:45 to 2:00pm &amp; it is now 1:40pm &amp; the Capt. just got off the plane to find a smoothie, 2pm my ass!!!"
681450848,1574994917,CAN,Sudbury,United,"@united Thanks so much , my passport was recovered"
681450850,1575113207,IND,,United,@united  Thanks for nothing! No Atlanta Lounge? Your Ap says NO. Sure nothing at Terminal T http://t.co/tFjfMSHa2k
681450852,1575216354,ESP,Mora,United,@united no thank you
681450854,1575266782,PHL,,United,"@united - tick, tock, tick, tock, it is rapidly approaching the next dream departure of 1:45pm. When is the next fantasy departure time??"
681450856,1575213737,IND,Mumbai,United,@united it would make my day if I could take a flight on your airline without any hiccups on your end. Train your employees to communicate
681450858,1575254890,IND,,United,"@united a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?"
681450860,1575170167,NLD,Meppel,United,"@united You cause me to miss my flight telling me it already left when it had not. No empathy from gate staff or crew, no apology. Really?"
681450864,1575268953,IDN,Yogyakarta,United,@United rescheduled my return flight from #Japan?  Uh why?  Trying to call #UnitedAirlines #customerservice - 45 min wait.  #fun
681450866,1574849187,SRB,,United,@united is by far the worst airline ever 😡😡
681450868,1575202831,BIH,Doboj,United,"@united, no. Re-booked with American and United said they'd transfer our bags to them."
681450869,1574852799,GBR,Hull,United,@united I am appalled at your lack of communication during our awful journey on 2/21 EWR to BOS. 4 hr delays need to be explained better.
681450872,1575081041,DEU,Oldenburg,United,@united I'm DMing my info and no is assisting. My flight home left before m first flight had even landed
681450873,1575002012,MEX,Querétaro,United,@united Boston is all self service. Swipe yr own boarding pass at gate. Most difficult: Tag your own bag. Not easy! #ImproveTheProcess
681450875,1575250130,ESP,Torrelavega,United,@united Name correct on original confirmation but spelled wrong on check-in reminder. First name and MI run together. Cause for concern?
681450877,1575244140,BIH,Sarajevo,United,@united more people would catch their flights if your attendants had more help!
681450879,1575263179,SRB,,United,"@United no consistency, #Denver agents say no standby with checked baggage citing FAA. Your website policy says otherwise. #time2switch"
681450881,1574844955,SRB,,United,Only 14 biz days (18 calendar) to respond to my inquiry @united ?  I hope your standards are universally adopted :-/ #BadCustomerService
681450883,1575254405,ESP,Barcelona,United,@united Thanks but why did this occur? You guys had 3 hours extra to get my bag on due to your delay. So that's 7 hours you had. #fail!
681450885,1575281900,IND,,United,@united so many delays today...What's up with that? Hoping my 12:26pm flight boards soon. #United #premier1K
681450888,1574980257,ESP,,United,"@united your website is fucked up. Now instead of a $416 flight I should’ve had yesterday, it’s $514 today. Thanks."
681450889,1575218270,IND,Champa,United,@united called back and I've been on hold. What is the issue?! I have a confirmation number and an email that shows how much I've paid
681450890,1575267192,GBR,Carlisle,United,"@united I'm not sure how you can help. Your flight experience is terrible, planes are dirty and staff is rude. Start over perhaps?"
681450892,1574877019,USA,Spring,United,@united check in and it's still saying I haven't paid. I've called back twice was on hold for 30 minutes then they answered and hung up. I
681450895,1574996193,IND,,United,@united hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. I tried to
681450897,1575147289,PHL,San Antonio,United,"@united welcome to our world, that's a snow world today. @GooseBayAirport Goose Bay, Labrador, Canada. http://t.co/4kI6Xr67nk"
681450899,1574888430,BIH,Sarajevo,United,@united I bought a ticket yesterday and received a confirmation. Tried to check in and they said I hadn't paid for it. So I called was on
681450901,1575254283,PHL,,United,"@united delayed because of salt on the floor from previous passengers? The 180 of just just want to fly, don't care about our shoes. Ua649"
681450903,1575199151,BIH,Sarajevo,United,"@united @czamkoff It's all about profit, and they don't really give a damn about paying customers!!!! #greed"
681450905,1575077280,VNM,Nguyên,United,@united I unfortunately didn't get her name :( she was not nice!
681450907,1575163611,PHL,,United,@united  what did you do with my seat. International connection. Seriously?
681450909,1575292694,FRA,Beaumont,United,@united thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight.
681450911,1575014117,CAN,Toronto,United,@united My bag is lost and I can't get ahold of anyone that can help
681450913,1575002560,SGP,Singapore,United,@united Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!
681450916,1575026830,VNM,Nguyên,United,"@united When my United flight arrives late and I'm told to re-book my connecting United flight, you characterize that as a ""no show"""
681450918,1574943662,HRV,,United,@united your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!
681450920,1574910358,ARG,Punta Alta,United,@united never flying United again! Worst experience ever
681450922,1575180572,MKD,Skopje,United,"@united @TiffanyAndCo @NTrustOpen ah, so that's where the funds to fix the broken plane upon which I sat for 4 hrs on IAH runway went."
681450926,1575186576,NLD,Meppel,United,@united tried that. Cannot figure out where to go to get it.
681450928,1575071819,VNM,Hue,United,@united cannot direct message you you do not follow us. I want my luggage.  Please hep
681450930,1575156344,IND,Pune,United,@united Did you get your 757 Model?
681450932,1575170018,IDN,Makassar,United,@united flight 5903 stranded on Tarmac in Chicago. No gates available?! Plane getting very hot and uncomfortable.
681450934,1574997783,IDN,Tangerang,United,@united we rebooked and disappointed we have to wait a whole day to start our vacation. At these fares United should have top notch service
681450936,1574909463,TUR,Istanbul,United,@united direct messages not going through please help
681450938,1574872534,PHL,Cebu,United,"@United why not charge for 2nd carryon instead of checked bag? Less jockeying for overhead space, happier passengers, more ontime departures"
681450940,1575286424,VNM,Hue,United,@united Adding reservation to iOS app doesn't show up on desktop site when logged in. And miles can't be redeemed for upgrades thru your app
681450943,1575273471,HUN,Budapest,United,@united I assume that would be for the other 300 people who have been let down by United? What's worse is plane is here but crew can't fly!!
681450944,1575259806,UGA,Kampala,United,@united   Pushing 2 hours on hold. Priceless. http://t.co/thS10LDY2a
681450946,1575194207,HRV,Vinkovci,United,@united will do. Just need to get CVG.... and my bag too. Thanks
681450948,1575187183,MEX,Aguascalientes,United,"@united read the thread. I booked 1st class , now seated at 38E even though United Twtr account confirmed Eco Premium."
681450949,1575081639,CAN,Toronto,United,@united Hi there bag ID is UA6016053916 can you update me and explain why is occurred when I arrived 4 hours before flight!
681450950,1575276379,GBR,Luthrie,United,@united doesn't purchasing ticket with a united card give me priority boarding ?
681450953,1574994139,ITA,Rome,United,"@united hi yes need a free hotel stay in Honalulu due to 4 hour delayUA53, since we will miss our second flight to Kauai"
681450954,1575161461,RUS,Moscow,United,@united so what's the solution?
681450957,1575121956,PRT,Porto,United,@united is screwing with my flights again at CAE? Why do you bother having flights here if they never leave on time or get canceled?
681450959,1575048455,MYS,Shah Alam,United,@united no. I need you to have more than 2 agents at check in.
681450961,1575139718,IND,,United,@united so this did not work out at all!! Incredibly unfriendly ground staff and false promises over Twitter @theairhelper
681450963,1574909937,SGP,Singapore,United,"@united we got it, thanks."
681450965,1574874093,CAN,Vancouver,United,@united The so below skilled staff and inadequate system just deleted my return from Houston to Norway. Shoulder shrugging is all you do..
681450966,1575166597,ESP,Sevilla,United,"@united This is probably the least dependable airline in the Western Hemisphere. @united does not belong in Star Alliance, but SkyTeam"
681450968,1574985643,CAN,Calgary,United,@united severely under staffed at Iah.
681450970,1574853671,SRB,,United,@united amazing hospitality and helpfulness from Anthony Lastella. Great staff 👏👏👏✈️ def flying #united again.
681450972,1574882863,IND,Kottayam,United,@united this 2 hr delay is a vacation buzzkill
681450974,1574843716,GBR,Sheffield,United,"@united just touched down in Miami - not too far off , Nicely done united 👍"
681450977,1575160304,IDN,Bandung,United,@united what's the status of flight 1008 Bogotá-Houston?
681450979,1574921617,SGP,Singapore,United,@united really enjoying my Sunday on hold...over 1 hour. Perhaps a better client experience is needed. http://t.co/8VnCKgZxl1
681450981,1574848011,BIH,Banja Luka,United,@united Is a snowboard boot bag included in the standard checked baggage next to the snowboard bag?
681450983,1575096863,ISR,,United,"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs"
681450986,1575059917,IND,,United,@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues
681450990,1575178583,IND,Mumbai,United,"@united it was very comfortable, now waiting for our luggage"
681450992,1575205008,VNM,Hue,United,"@united getting ready to book a flight to San Juan. Was wondering, Does United waive baggage fees for military personnel. Thanks."
681450994,1575102239,ROU,,United,"@united once again you guys didn't let me down, a four hour delay to Honolulu from Houston, thanks for the train wreck of issues now coming"
681450999,1574992378,VEN,Caracas,United,@united finally got through and they were very helpful. Appreciate it!
681451001,1574848031,CAN,Vancouver,United,@united pls follow for DM
681451003,1574907506,PER,Lima,United,"@united ah, that would explain why crew didn't seem particularly distressed when we pointed it out. It was a little startling at first."
681451004,1574924741,ARG,Punta Alta,United,@united not for me.  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax.
681451007,1575275528,IND,Champa,United,@united can you assign seats
681451009,1575235517,GBR,Carlisle,United,“@united: @4geiger It looks like form the photo that something burst out of your luggage. Is this correct? ^JH” always blame the customer
681451010,1575204990,VNM,Hue,United,@united not my luggage
681451012,1575197330,VNM,Hanoi,United,@united it's boarding time for ua3882 but no crewe
681451014,1575115502,BGD,Dhaka,United,@united just added one. Ty
681451016,1575286434,VNM,Hue,United,@united thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow
681451018,1575192832,RUS,Moscow,United,@united.  Pls hold UA2066 for 9 cnx pax frm UA6194.  All runners.  A 5 min hold will save 2 fam frm miscnx.  Pls. Twitter is watching.
681451021,1575262801,GBR,Carlisle,United,@united no way one person is working entire security checkpoint in EWR 🆖
681451023,1575109058,IDN,Malang,United,@united THANK YOU!
681451024,1575050355,VNM,Hanoi,United,@united who authors this fiction? I just heard on radio we don't even have a jetway secured yet #UA5037 #CMH http://t.co/T78k7aBtWF
681451027,1575211552,ROU,,United,@united so? Found anything or just showing off? You do realise that the morning flight that you cancelled was more pricey than the evening?
681451029,1574958485,HRV,,United,@united oh I did. Was still lost. Your tracking system stinks as does the delivery system.
681451031,1575045413,IND,Delhi,United,@united feeling like a true united customer stuck.on the tarmac in dc for over 2 hrs. UNITEDFAIL
681451033,1574916039,ESP,,United,@united pls follow for DM.
681451035,1575137538,IND,,United,@united leadership counts. landed at 11:15 last night-deplaned at 12:40. 45 minutes of that was waiting for the jetway. Inexcusable
681451037,1575006828,PHL,,United,@united I sent you a DM as requested but have not heard anything. Can you address the issue I brought up in my DM and explain what happened?
681451039,1575168841,IND,Mumbai,United,@united employee=faceless. Don't throw them under the bus. Starts with management. I'm almost a million miler and own my own company. 1/2
681451041,1575188894,PHL,San Antonio,United,@united you can't say the flight is pulled in and departs in 2 mins if boarding hasn't even started! http://t.co/2IKbP8gxWi
681451043,1574984324,ITA,Rome,United,@united  I understand that but why should I pay to change if it was a problem with your plane. If it was weather I would understand
681451044,1574833352,TUR,Diyarbakir,United,@united 30 hours later still no answers stuck in Houston. Keep getting put on phantom flights that never apeared. #BadCustomerService
681451047,1574850866,GBR,Hull,United,@united you guys are horrible! First we get stuck in the snow for a hr in ewr now sitting in cmh saying it could be 30min for a gate
681451049,1575198382,IDN,Bekasi,United,"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then cancelled, then delayed again. 32 hours and counting"
681451051,1575169696,MYS,Petaling Jaya,United,@united DM'd you 4 hrs ago at your request. No response to be found .... just like my bag.
681451053,1575206809,IND,Delhi,United,@united worked out after all. Thanks for your immediate reply!!
681451055,1574946680,TUR,Istanbul,United,@united two hour delay for a plane that was visible from the airport. So far terrible customer service. #neveragain
681451057,1575134140,ROU,,United,"@united It was 3387. But we helped you with the weight issue, took your vouchers, and hopped on a @Delta flight instead. #winwin"
681451060,1574850632,CAN,Vancouver,United,"@united as if a 4 hour maintenance delay wasn't enuf, u charge me $25/bag as a global service platinum mbr. Get ur shit together"
681451062,1575197047,IDN,Bekasi,United,@united last week we also had maintenance issues and a flat tire. Another flight last week was canceled. Your track record is the WORST!
681451063,1574965755,IDN,Jakarta,United,@united this customer service experience will be tweeted for quality assurance.
681451067,1574921410,PER,Lima,United,@united you should spend all of the money you take for our tickets and update your planes! Each flight has a maintenance issue!!!
681451069,1575251030,SRB,,United,@united can you put Russell Daiber (on same ticket) as well into premium Eco? Appreciated!
681451070,1575103353,ARG,,United,@united can you get me to okc from Sacramento today. Dfw is now closed
681451071,1575054071,VNM,Hanoi,United,@united any chance you could help rebook?? My flight cancelled
681451073,1574911943,SGP,Singapore,United,"@united Out of curiosity, when a flight is arranged, are pilots notified? There are a lot of ""pilots haven't arrived yet"" announcements."
681451075,1575159551,VNM,Hanoi,United,@united Yes. To Boston. I was going to Providence.
681451077,1574951537,IDN,Jakarta,United,@united you really need a better system for handling cancelled flights http://t.co/3uBCoAsyws
681451079,1575070633,ARE,Abu Dhabi,United,@united how are conditions in BOS today? I'm in UA994. Everything appears to be in time but I wanted to check.
681451081,1575282711,HUN,Budapest,United,@united same day flights
681451083,1575017191,MEX,Mérida,United,@united It is also inappropriate to lie to passengers to induce them into accepting a voucher by telling them you have availability on later
681451085,1575205937,ROU,,United,@United give me a direct number I can call regarding my lost baggage immediately.
681451087,1575165020,IND,,United,@united involuntarily bumped your passenger and can't guarantee them another flight for three days!
681451089,1574922592,IND,Chennai,United,@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've
681451091,1574861232,GBR,Sheffield,United,"@united I did already rebook, and now I will miss my first appointments in London tomorrow morning. Thanks for ruining my trip - AGAIN!"
681451093,1575170138,VNM,Hanoi,United,".@united Our newest delay, right now http://t.co/96fTLZWtvO"
681451095,1575087856,DEU,Oldenburg,United,"@united. If you show available seats, you need to honor that! I shouldnt spend 1hr on phone to hear that ""really there are 3 not 4 seats"""
681451098,1575267185,GBR,Carlisle,United,@united 50 min on hold trying to book award flight because site errors out.  Agents ask for my pin to see platinum availability??? badbadbad
681451101,1575220660,ESP,Mora,United,@united is a joke.  Lots of angry people at IAH this AM.
681451103,1575146323,HRV,Split,United,@united I6EP18
681451106,1574911998,ESP,,United,@united completely unacceptable to seat 1st class passenger into middle seat in 38 (not even premium economy)
681451108,1574901226,GBR,London,United,"@united Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?"
681451110,1575189674,ESP,Sevilla,United,@united DM'ed you
681451114,1575023485,IND,,United,"@united Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back."
681451116,1574992046,MKD,Prilep,United,@united why de-ice before taxing? Maybe it #makestoomuchsense ? #shouldhaveflowndelta #unitedsucks @Delta @SouthwestAir @AmericanAir
681451118,1575263550,HUN,Budapest,United,@united Flight 1547 CMH to ORD just arrived at gate. Next segment to YVR already boarding. Will they hold it?
681451120,1575217720,IDN,Bekasi,United,"@united right as we think we will take off, we stop to get de-iced. Why wasn't this done when the planes were sitting out all night?"
681451122,1575145146,MEX,San Nicolás De Los Garza,United,@united two service agents hung up on me the third was able to get me a flight on US air today. Three calls and 2.5 hours to get a flight
681451124,1574842066,BIH,Banja Luka,United,@united Delayed more and more these days. MCO &gt; IAD. Fingers crossed I make my connection home to Albany. #united1K
681451126,1575000822,PHL,,United,"@united your first class is a joke, compared to all the others I have flown, don't ask for extra peanuts... That's NOT allowed! @AirCanada"
681451127,1574917275,ESP,A Coruña,United,@united I have been given a connection with 2 overnight layovers. No vouchers. Last connection not even confirmed.
681451128,1575120000,MEX,San Nicolás De Los Garza,United,@united thanks for leaving our 3 year old in his own row flight 360 LAX-IAD
681451131,1575066131,VNM,Nguyên,United,@united I would like your baggage damage number as well! Another great thing from your 'trained' staff! Whats the number please.. Claim time
681451133,1575250066,SRB,,United,"@united 100% I will put together a very serious email, with all the issues that arose on our vacation due to your staff I will post it here"
681451135,1575154950,RUS,Saint Petersburg,United,@united thank you for fully boarding flight 1689 this morning before noticing we had no pilots. #fail
681451137,1575217614,IND,Warangal,United,@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel
681451140,1574913326,HRV,,United,@united you guys SUCK! Another canceled flight! Every flight with you has an issue!
681451142,1575032440,MEX,Mérida,United,@united with about 25 people trying to get on flights
681451144,1575001185,SGP,Singapore,United,"@united, more lies... http://t.co/BEqoTLNugc"
681451146,1574916583,CAN,Mabou,United,@united they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..
681451149,1574982660,PHL,,United,@united after 6 hour plus delay from #WashingtonDC finally on flight to #Edinburgh all very tired
681451153,1575005181,PHL,,United,"@united, I don't believe that you do.. http://t.co/7z3GqEBfK2"
681451156,1575151673,HRV,Split,United,@united can you change DKYDE6 to 4583&gt;36 on 2/23 instead of 3636&gt;606&gt;36; original reservation was for 4404&gt;36 yesterday but was cancelled.
681451158,1574976285,IDN,Tangerang,United,"@united : flight delayed by 24 hours, lost my wallet, have no money to eat or sleep yet your representatives will not help.#unitedsucks"
681451160,1575190585,AUS,Sydney,United,@united lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!
681451162,1575157617,IND,Mumbai,United,@united they let us board again but will we fly this time? Who knows! #shouldhaveflowndelta
681451164,1575010608,VNM,Nguyên,United,@united apparently sleeping in B terminal wasn't the worst situation. Someone told other UA passengers they had to sleep at baggage claim.
681451166,1574901355,BIH,Sarajevo,United,@united why don't you de-ice while the plane sits there with no one in it for 2 hours ?? Or we could just delay :/
681451168,1575198297,IND,Mumbai,United,@united fuck you for not caring 😢
681451170,1574907804,GBR,Stafford,United,"@united its been five days, I'm just asking you to clarify your policy on car seats. I don't want to have to take this higher up."
681451172,1575054462,PHL,Cebu,United,@united question. Are departure times based off eastern central time or the time zone your actually in?
681451174,1574934224,USA,Reno,United,Very quick! TY. @united: @auciello I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH
681451178,1575015410,CAN,Kelowna,United,@united if you lost my belongings then BE HONEST!
681451180,1574909274,CHL,Santiago,United,@united Back at the Denver airport and ready for round two today. Ready to get home!
681451182,1575293494,IND,Udupi,United,@united  of course this morning I see a non-stop from IAH to SFO but that was not available yesterday. #UnitedHatesUsAll
681451184,1574943470,ROU,Cluj-napoca,United,@united 20 minutes plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable!
681451187,1574967658,IDN,Jakarta,United,@united @delta lost my luggage from ATL to  hdn luggage in denver and said @united will deliver my luggage to HDN airport claim# hdndl11785
681451188,1575019377,ESP,Barceloneta,United,@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!
681451189,1575051762,VNM,Hanoi,United,"@united Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?"
681451190,1575065356,JPN,,United,"@united Thank you for wasting my time &amp; money. Not only will I now arrive 5 hours late to my destination, but..."
681451191,1575157076,USA,Fremont,United,@United DO NOT FLY UNITED WITH CHECKED BAGGAGE! It will never find you!
681451192,1575060724,CAN,Vancouver,United,@United why can't you have an English/Spanish rep call me so we can locate my bag and resolve this issue?
681451194,1574846656,GBR,London,United,@united why would you overnight my bag Wed to an unknown location with a courier company you apparently can't contact!
681451195,1574851646,CAN,Vancouver,United,"@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks"
681451196,1574905871,ARG,Punta Alta,United,@united I have never been more frustrated than my conversations with United who can't speak Spanish to the courier company that has my bag!
681451197,1575285356,ITA,Grumo Appula,United,@united I have never been mislead by a company as many times as I have this week by United Airlines!
681451198,1575270351,ITA,Turin,United,@united I would never fly United Airlines again!
681451199,1575261736,GBR,Carlisle,United,@united I am still in the airport waiting for my flight.
681451200,1574937335,CAN,Sudbury,United,@united your airline has been telling me that my luggage is one hour away from my destination for 5 days!
681451201,1574959239,IDN,Jakarta,United,@united now there is no one to operate the ramp to let us out of the plane in IAH...wow..just wow
681451202,1574903179,USA,Spring,United,@united just did! Thank you!
681451204,1574966932,TUR,Istanbul,United,"@united cancels your flight then sends you an email saying ""think about your next flight..."" #customer #outrage http://t.co/KkwiwI97A4"
681451205,1575298945,POL,Warsaw,United,"@united did your super computer 💩 ots pants? Lots of cranky people in line at CMH rebooking, delaying check-ins of on-time, direct flyers"
681451206,1574956981,ESP,Las Torres De Cotillas,United,@united - you rebooked me to UA1764 after UA 3883 was cancelled. I paid for first class ticket - but new seat is 38E. Can you please fix!
681451207,1574943445,SGP,Singapore,United,@united we need a new flight to Tucson
681451208,1575230705,BIH,Sarajevo,United,@united is your check-in system down? I'm having trouble checking in for a flight that departs in less than 24 hrs.
681451209,1574851203,BIH,Sarajevo,United,"@united, fuck you and your closed premier access lines at ORD. Probably gonna miss my flight...Start treating your customers better."
681451210,1575195935,MEX,Aguascalientes,United,@united Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello @jetblue http://t.co/HI76BOavXY
681451211,1575295145,IND,Udupi,United,@united no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?
681451212,1574871393,USA,Reno,United,@united you would think you would clean your ramps. Our jet is stuck in the snow in Newark. This would never happen with @Delta
681451213,1575263753,GBR,Carlisle,United,"@united I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day"
681451214,1575095512,PAK,,United,@united I am - thank you!
681451215,1574920844,CAN,Mabou,United,@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491
681451216,1575088334,VNM,Ho Chi Minh City,United,@united @wamo66 after 2 hours and 20 minutes most of which I was on hold I was able to get the cancelled flight changed to Delta.
681451217,1575055105,VNM,Hanoi,United,"@united no, ua 6 finally canceled after hrs of delay. The replacement flight leaves LATER than this one was scheduled tomorrow. Not cool."
681451218,1574937847,SGP,Singapore,United,@united sister &amp; BIL stuck in Detroit desperately need to be in Florida flying w/ @USAirways is there anything you can do?
681451219,1575114525,BGD,Dhaka,United,@united overbooked by FIFTY people?!? the worst.
681451220,1575277725,USA,Baltimore,United,@united On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website &amp; customer service dont want my business. Korea Air it is.
681451221,1575055976,CAN,Kelowna,United,@united I would like to know what is the easiest way to get a refund.
681451222,1574914359,COL,,United,"@united help me, united! I paid for economy plus on a flight that was changed BC of delay. Will I be automatically refunded?"
681451223,1575029777,VNM,Hanoi,United,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here
681451224,1575291892,VNM,Hue,United,@united I just sent to you.
681451225,1574843027,GBR,Hull,United,"@united your service need work - check out this Bush airport ""customer service line"" last nt #unitedagainstunited http://t.co/g00sAozgtv"
681451226,1574911929,SGP,Singapore,United,"@united you realize you've said this already. At least last time you asked if I needed ""help"""
681451227,1575137608,HRV,Split,United,@united Thanks.    This one was delayed an hour and a half prior to scheduled departure.
